id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
trip-031185,2016-04-23 06:56:48,2016-04-23 07:04:12,2,-73.936481,40.746156,-73.953772,40.748188,445
trip-031186,2016-05-17 17:22:34,2016-05-17 17:28:27,2,-74.012069,40.588212,-74.010616,40.574515,354
trip-031187,2016-04-18 16:39:31,2016-04-18 16:49:23,1,-73.785135,40.844651,-73.808096,40.829646,592
trip-031188,2016-02-24 16:34:51,2016-02-24 16:40:18,1,-73.770439,40.606599,-73.766542,40.597219,328
trip-031189,2016-01-09 07:38:41,2016-01-09 07:52:24,1,-73.966593,40.555118,-73.943839,40.589575,824
trip-031190,2016-06-30 15:17:33,2016-06-30 15:23:58,1,-73.845141,40.551173,-73.814197,40.531279,386
trip-031191,2016-04-18 17:43:09,2016-04-18 17:54:41,1,-74.018488,40.768236,-74.014696,40.793953,692
trip-031192,2016-04-12 06:02:10,2016-04-12 06:08:52,1,-73.750665,40.699019,-73.740549,40.709173,403
trip-031193,2016-03-20 16:41:19,2016-03-20 16:48:47,1,-73.921073,40.800071,-73.904466,40.79591,448
trip-031194,2016-01-25 13:16:45,2016-01-25 13:48:55,2,-73.952832,40.828869,-73.815181,40.869066,1930
trip-031195,2016-02-05 11:43:07,2016-02-05 11:51:14,1,-74.032064,40.684775,-74.024563,40.698024,487
trip-031196,2016-04-01 22:25:44,2016-04-01 22:33:34,4,-73.73426,40.806725,-73.760934,40.785194,470
trip-031197,2016-05-30 13:24:45,2016-05-30 13:29:37,1,-73.957317,40.740499,-73.979057,40.750881,293
trip-031198,2016-04-19 13:07:43,2016-04-19 13:14:19,1,-73.845316,40.85251,-73.836286,40.869259,397
trip-031199,2016-05-13 19:32:50,2016-05-13 19:42:11,1,-73.892049,40.611839,-73.86605,40.618193,562
trip-031200,2016-05-18 09:32:06,2016-05-18 09:38:33,1,-73.995786,40.638342,-73.983973,40.648605,387
trip-031201,2016-04-29 06:14:59,2016-04-29 06:23:05,6,-73.951296,40.682572,-73.945685,40.650525,487
trip-031202,2016-01-19 19:46:00,2016-01-19 19:53:21,1,-73.813668,40.813827,-73.809529,40.8169,442
trip-031203,2016-03-16 19:16:29,2016-03-16 19:24:30,3,-73.821836,40.555538,-73.798974,40.573151,481
trip-031204,2016-02-09 14:12:42,2016-02-09 14:22:53,1,-73.702621,40.893923,-73.730141,40.904381,612
trip-031205,2016-01-29 21:53:19,2016-01-29 22:00:53,3,-73.83652,40.619157,-73.845435,40.631806,454
trip-031206,2016-06-05 16:02:20,2016-06-05 16:11:46,1,-73.728517,40.714382,-73.695908,40.723525,566
trip-031207,2016-01-01 15:16:33,2016-01-01 15:24:03,1,-73.879374,40.754099,-73.865183,40.773474,450
trip-031208,2016-06-11 08:54:58,2016-06-11 09:09:57,1,-73.98605,40.573743,-73.95491,40.535289,900
trip-031209,2016-06-07 04:15:31,2016-06-07 04:28:03,2,-74.04482,40.895254,-74.093101,40.909376,753
trip-031210,2016-05-07 08:27:52,2016-05-07 08:30:02,2,-73.81356,40.815179,-73.815138,40.819368,130
trip-031211,2016-03-26 09:21:44,2016-03-26 09:31:02,3,-73.794418,40.813067,-73.799893,40.828392,559
trip-031212,2016-05-14 16:43:32,2016-05-14 16:48:39,4,-73.748842,40.827712,-73.760642,40.828785,308
trip-031213,2016-03-29 10:56:00,2016-03-29 11:02:24,2,-73.734547,40.806885,-73.770036,40.808563,384
trip-031214,2016-02-09 08:00:49,2016-02-09 08:07:59,4,-73.734075,40.881411,-73.735889,40.865849,430
trip-031215,2016-02-23 18:38:52,2016-02-23 18:46:50,1,-73.802344,40.812116,-73.778419,40.808919,479
trip-031216,2016-01-18 22:35:31,2016-01-18 22:42:13,1,-73.76651,40.651865,-73.771551,40.671626,402
trip-031217,2016-03-16 14:28:02,2016-03-16 14:35:36,3,-73.755193,40.678222,-73.732907,40.668294,455
trip-031218,2016-04-19 06:35:29,2016-04-19 06:52:56,1,-73.733224,40.809072,-73.635258,40.790258,1048
trip-031219,2016-04-23 10:28:58,2016-04-23 10:34:24,1,-73.969794,40.807636,-73.973983,40.802643,327
trip-031220,2016-01-31 05:56:36,2016-01-31 06:07:45,1,-73.961164,40.805836,-73.919642,40.781606,669
trip-031221,2016-03-21 23:13:10,2016-03-21 23:26:56,1,-73.773378,40.665119,-73.793449,40.727869,827
trip-031222,2016-04-26 11:53:43,2016-04-26 12:05:50,1,-73.822249,40.663187,-73.782658,40.622484,728
trip-031223,2016-05-29 17:34:25,2016-05-29 17:37:24,4,-73.70118,40.897947,-73.698087,40.903543,179
trip-031224,2016-01-17 18:00:02,2016-01-17 18:08:32,1,-73.956628,40.83043,-73.946023,40.824902,510
trip-031225,2016-02-05 19:50:03,2016-02-05 20:07:36,2,-73.719469,40.675113,-73.7621,40.726887,1053
trip-031226,2016-01-12 10:49:18,2016-01-12 10:57:44,1,-74.047987,40.759626,-74.072158,40.742019,507
trip-031227,2016-01-23 10:42:40,2016-01-23 10:54:42,2,-73.896811,40.729947,-73.913051,40.702391,722
trip-031228,2016-01-06 14:52:57,2016-01-06 15:03:45,1,-73.825989,40.665829,-73.777654,40.669209,648
trip-031229,2016-06-04 07:31:23,2016-06-04 07:45:47,2,-74.038517,40.721449,-73.988808,40.716567,864
trip-031230,2016-03-24 15:43:31,2016-03-24 15:51:51,3,-73.970514,40.89623,-73.962691,40.873816,501
trip-031231,2016-02-05 08:50:21,2016-02-05 09:04:52,1,-73.784492,40.805421,-73.742041,40.811646,871
trip-031232,2016-03-03 17:08:58,2016-03-03 17:14:34,1,-73.929331,40.819603,-73.945353,40.818193,336
trip-031233,2016-02-26 16:32:07,2016-02-26 16:45:49,3,-73.708184,40.861866,-73.739996,40.836863,822
trip-031234,2016-06-29 18:17:04,2016-06-29 18:35:19,2,-73.882884,40.648626,-73.961143,40.663188,1095
trip-031235,2016-05-14 08:00:50,2016-05-14 08:13:25,4,-73.924745,40.677371,-73.987678,40.686097,756
trip-031236,2016-06-16 08:30:46,2016-06-16 08:35:36,4,-73.813075,40.889112,-73.824049,40.886531,290
trip-031237,2016-01-06 12:26:24,2016-01-06 12:31:53,4,-73.797812,40.793712,-73.770856,40.800814,329
trip-031238,2016-02-04 19:43:30,2016-02-04 20:05:04,3,-73.771096,40.762102,-73.84865,40.804877,1294
trip-031239,2016-04-04 08:26:28,2016-04-04 08:37:54,1,-73.865666,40.765424,-73.902311,40.743666,687
trip-031240,2016-01-01 12:20:49,2016-01-01 12:30:25,1,-73.717328,40.887427,-73.748891,40.866395,577
trip-031241,2016-02-28 17:19:23,2016-02-28 17:34:18,2,-73.795737,40.885026,-73.809708,40.925628,896
trip-031242,2016-04-11 09:43:23,2016-04-11 09:54:54,2,-73.98387,40.739295,-73.982168,40.712306,691
trip-031243,2016-06-19 23:51:38,2016-06-20 00:01:01,2,-73.842407,40.763637,-73.838512,40.748183,564
trip-031244,2016-06-14 07:32:31,2016-06-14 07:36:42,2,-73.722892,40.805145,-73.713602,40.804865,251
trip-031245,2016-04-05 17:40:13,2016-04-05 18:07:08,2,-73.724561,40.625005,-73.803464,40.564448,1616
trip-031246,2016-03-21 20:37:31,2016-03-21 20:41:50,1,-73.89871,40.691154,-73.897618,40.688581,259
trip-031247,2016-04-03 11:17:28,2016-04-03 11:28:59,2,-73.916556,40.576116,-73.866101,40.593008,692
trip-031248,2016-04-12 09:23:46,2016-04-12 09:35:18,1,-73.98734,40.606002,-73.962644,40.586118,692
trip-031249,2016-04-27 16:36:25,2016-04-27 16:43:29,1,-73.885699,44.93525593541337,-73.88656,40.729626,425
trip-031250,2016-03-28 15:40:07,2016-03-28 16:00:01,1,-74.004129,40.852253,-74.016176,40.772539,1195
trip-031251,2016-05-25 04:42:59,2016-05-25 04:52:41,1,-73.792937,40.674568,-73.746679,40.672491,583
trip-031252,2016-05-30 17:57:00,2016-05-30 18:10:28,1,-73.984297,40.851258,-73.976558,40.803533,809
trip-031253,2016-02-23 23:34:59,2016-02-23 23:39:20,2,-73.990265,40.855466,-73.99278,40.868853,262
trip-031254,2016-04-01 15:54:00,2016-04-01 16:00:55,4,-73.745224,40.633861,-73.781921,40.637389,416
trip-031255,2016-01-05 19:01:14,2016-01-05 19:08:38,1,-73.874899,40.636333,-73.864339,40.622411,444
trip-031256,2016-01-04 10:31:12,2016-01-04 10:36:43,3,-73.951401,40.641127,-73.957697,40.653454,331
trip-031257,2016-04-17 12:06:14,2016-04-17 12:15:44,2,-73.793633,40.680337,-73.777683,40.668104,571
trip-031258,2016-06-27 14:46:33,2016-06-27 14:56:05,2,-73.997231,40.77703,-73.959146,40.799041,572
trip-031259,2016-03-22 00:53:17,2016-03-22 01:03:44,1,-73.940577,40.713567,-73.914884,40.673709,627
trip-031260,2016-01-08 16:08:33,2016-01-08 16:31:42,2,-73.944993,40.883656,-74.026975,40.926105,1390
trip-031261,2016-02-08 22:09:00,2016-02-08 22:19:41,1,-74.001563,40.656407,-73.95545,40.665508,641
trip-031262,2016-02-09 13:55:45,2016-02-09 14:03:15,1,-73.863334,40.779202,-73.89123,40.795814,450
trip-031263,2016-05-10 22:07:19,2016-05-10 22:13:47,1,-73.703508,40.765336,-73.717123,40.745539,388
trip-031264,2016-05-16 14:30:47,2016-05-16 14:42:02,1,-73.814568,40.857217,-73.841587,40.847806,675
trip-031265,2016-05-13 12:44:46,2016-05-13 12:52:02,1,-73.889509,40.876374,-73.909727,40.890939,436
trip-031266,2016-03-29 17:44:16,2016-03-29 17:51:04,3,-73.93304,40.593061,-73.922677,40.600792,409
trip-031267,2016-06-27 14:37:05,2016-06-27 14:41:58,1,-73.874764,40.69121,-73.873036,40.712786,294
trip-031268,2016-03-16 11:44:19,2016-03-16 11:52:17,1,-73.804846,40.636288,-73.792101,40.603535,478
trip-031269,2016-06-21 18:18:13,2016-06-21 18:27:25,3,-73.794343,40.804553,-73.760862,40.806511,552
trip-031270,2016-01-15 21:10:25,2016-01-15 21:18:50,1,-74.035001,40.610677,-74.008546,40.630556,506
trip-031271,2016-02-12 12:18:24,2016-02-12 12:22:33,2,-73.703778,40.867921,-73.708466,40.869686,250
trip-031272,2016-05-13 18:28:07,2016-05-13 18:35:12,1,-73.835615,40.850326,-73.816546,40.851847,425
trip-031273,2016-03-11 18:37:30,2016-03-11 18:46:31,1,-73.98165,40.73472,-74.002198,40.718257,542
trip-031274,2016-02-24 13:14:59,2016-02-24 13:20:47,1,-73.753623,40.871006,-73.733837,40.867165,348
trip-031275,2016-05-15 23:54:20,2016-05-16 00:04:09,1,-73.766751,40.834526,-73.734082,40.84856,589
trip-031276,2016-01-12 08:19:42,2016-01-12 08:19:42,4,-73.843134,40.667712,-73.85437,40.623633,859
trip-031277,2016-01-04 19:13:46,2016-01-04 19:23:02,3,-73.830242,40.761163,-73.859143,40.764243,557
trip-031278,2016-06-15 07:00:41,2016-06-15 07:08:55,2,-73.846946,40.634567,-73.833853,40.631766,495
trip-031279,2016-05-29 04:10:15,2016-05-29 04:19:19,1,-73.774972,40.764923,-73.755234,40.74177,544
trip-031280,2016-05-15 16:18:37,2016-05-15 16:34:48,5,-73.956212,40.874433,-73.910497,40.902851,971
trip-031281,2016-04-29 17:05:31,2016-04-29 17:15:37,1,-73.744204,40.569804,-73.728347,40.546834,607
trip-031282,2016-05-05 00:50:08,2016-05-05 00:59:49,6,-73.892201,40.707715,-73.881405,40.680501,582
trip-031283,2016-02-26 22:34:55,2016-02-26 22:43:28,2,-73.982476,40.738881,-73.946798,40.752957,514
trip-031284,2016-01-07 12:43:22,2016-01-07 12:53:11,2,-74.017664,40.609414,-73.981769,40.590545,589
trip-031285,2016-06-08 00:46:47,2016-06-08 00:57:13,2,-73.759933,40.840651,-73.764137,40.809137,626
trip-031286,2016-06-28 20:13:49,2016-06-28 20:19:09,1,-73.946392,40.574791,-73.951507,40.565934,321
trip-031287,2016-03-25 12:03:38,2016-03-25 12:15:17,1,-73.940441,40.766251,-73.898183,40.79929,699
trip-031288,2016-04-23 20:34:26,2016-04-23 20:51:26,4,-73.744445,40.84362,-73.817155,40.821146,1021
trip-031289,2016-02-13 10:49:55,2016-02-13 10:54:58,3,-73.707548,40.867601,-73.699392,40.864727,303
trip-031290,2016-04-18 17:43:29,2016-04-18 17:50:51,1,-73.876005,40.641564,-73.860665,40.631596,443
trip-031291,2016-05-27 17:20:54,2016-05-27 17:24:29,1,-73.882952,40.620366,-73.877044,40.627144,215
trip-031292,2016-05-26 14:19:11,2016-05-26 14:25:46,1,-73.866359,40.874158,-73.879919,40.89333,396
trip-031293,2016-06-15 05:18:36,2016-06-15 05:27:07,2,-73.852069,40.601671,-73.847426,40.582981,512
trip-031294,2016-03-07 08:30:01,2016-03-07 08:34:43,3,-73.806232,40.596032,-73.798766,40.594344,283
trip-031295,2016-01-27 18:13:39,2016-01-27 18:23:25,5,-73.807946,40.560337,-73.811228,40.580523,587
trip-031296,2016-03-13 08:52:12,2016-03-13 09:02:28,5,-73.721365,40.877757,-73.711025,40.903068,616
trip-031297,2016-06-21 09:19:47,2016-06-21 09:25:27,1,-73.782638,40.604895,-73.804837,40.613393,341
trip-031298,2016-04-18 15:21:43,2016-04-18 15:33:11,1,-73.90813,40.571833,-73.917971,40.54113,688
trip-031299,2016-01-31 14:11:18,2016-01-31 14:17:52,1,-73.925544,40.824646,-73.922855,40.805295,394
trip-031300,2016-02-11 05:26:51,2016-02-11 05:32:40,1,-73.977725,40.873684,-73.98201,40.8774,349
trip-031301,2016-05-04 00:22:08,2016-05-04 00:32:37,2,-74.047464,40.718175,-74.000457,40.734759,630
trip-031302,2016-05-13 18:53:28,2016-05-13 19:01:06,1,-74.032415,40.738546,-73.9995,40.734947,459
trip-031303,2016-03-30 20:21:58,2016-03-30 20:30:50,1,-74.041754,40.842955,-73.998479,40.821266,533
trip-031304,2016-03-08 22:15:41,2016-03-08 22:20:46,2,-73.765692,40.776752,-73.756288,40.788108,305
trip-031305,2016-06-07 10:42:43,2016-06-07 10:49:11,5,-74.00228,40.77652,-73.992024,40.783404,389
trip-031306,2016-04-09 08:22:02,2016-04-09 08:38:39,4,-73.865153,40.807124,-73.884509,40.839595,998
trip-031307,2016-06-29 13:38:52,2016-06-29 13:45:22,2,-73.840987,40.875445,-73.85232,40.868755,390
trip-031308,2016-06-22 05:29:34,2016-06-22 05:39:49,1,-73.770876,40.783178,-73.821748,40.784353,615
trip-031309,2016-01-19 08:23:17,2016-01-19 08:31:17,2,-73.781929,40.836562,-73.798269,40.8218,481
trip-031310,2016-06-03 13:34:38,2016-06-03 13:41:40,1,-74.043072,40.56955,-74.014216,40.565481,423
trip-031311,2016-03-23 19:20:33,2016-03-23 19:45:12,6,-73.972531,40.690434,-73.922553,40.627131,1479
trip-031312,2016-06-02 21:35:48,2016-06-02 21:41:14,4,-74.037731,40.773109,-74.025866,40.785909,327
trip-031313,2016-06-06 10:16:32,2016-06-06 10:23:01,1,-74.024169,40.588928,-74.037046,40.584608,389
trip-031314,2016-03-06 16:51:04,2016-03-06 16:59:52,1,-74.02906,40.628363,-74.037392,40.607696,528
trip-031315,2016-03-14 18:40:56,2016-03-14 18:45:04,2,-73.895774,40.669358,-73.901736,40.661281,249
trip-031316,2016-02-26 16:22:35,2016-02-26 16:28:01,1,-73.840612,40.68068,-73.827421,40.687986,327
trip-031317,2016-02-01 06:24:57,2016-02-01 06:30:56,2,-73.858543,40.660448,-73.849117,40.648122,360
trip-031318,2016-04-16 09:16:02,2016-04-16 09:31:17,2,-73.835652,40.754087,-73.773098,40.745951,916
trip-031319,2016-03-28 22:15:31,2016-03-28 22:23:00,1,-73.773751,40.665224,-73.781707,40.682295,450
trip-031320,2016-03-18 08:22:58,2016-03-18 08:32:11,4,-74.035281,40.812615,-74.017314,40.838125,554
trip-031321,2016-01-08 23:15:37,2016-01-08 23:22:23,4,-73.7746,40.654307,-73.80546,40.682995,406
trip-031322,2016-02-15 12:29:51,2016-02-15 12:37:50,3,-74.03513,40.640238,-74.046972,40.641277,479
trip-031323,2016-02-02 16:41:04,2016-02-02 16:53:19,1,-73.976022,40.565224,-74.01893,40.55618,735
trip-031324,2016-05-15 19:46:40,2016-05-15 19:56:44,1,-74.04603,40.86143,-74.074635,40.869525,604
trip-031325,2016-06-04 06:27:35,2016-06-04 06:37:19,2,-73.769543,40.631192,-73.778895,40.610932,584
trip-031326,2016-03-14 13:44:17,2016-03-14 13:49:56,1,-73.841596,40.704445,-73.836962,40.701944,339
trip-031327,2016-05-31 13:40:02,2016-05-31 13:45:58,1,-74.022879,40.777175,-74.050518,40.761129,357
trip-031328,2016-01-27 17:59:08,2016-01-27 18:05:06,2,-73.936649,40.831082,-73.934243,40.824788,359
trip-031329,2016-05-26 07:12:26,2016-05-26 07:20:08,2,-73.741169,40.592649,-73.718897,40.603411,462
trip-031330,2016-03-27 13:56:39,2016-03-27 14:08:54,1,-74.003822,40.84314,-73.95473,40.846479,735
trip-031331,2016-01-11 18:23:48,2016-01-11 18:35:54,2,-73.851721,40.616262,-73.833679,40.651908,727
trip-031332,2016-06-12 19:41:51,2016-06-12 19:51:52,5,-73.84148,40.680729,-73.877529,40.683058,601
trip-031333,2016-04-28 01:15:00,2016-04-28 01:23:27,1,-73.923367,40.566541,-73.910516,40.574839,508
trip-031334,2016-04-06 18:17:21,2016-04-06 18:48:23,1,-73.783897,40.806057,-73.762862,40.715265,1862
trip-031335,2016-03-23 22:06:28,2016-03-23 22:08:36,1,-73.835725,40.664107,-73.840344,40.676573,128
trip-031336,2016-01-08 10:45:30,2016-01-08 10:50:26,3,-73.766349,40.687588,-73.74799,40.695196,297
trip-031337,2016-05-01 11:19:06,2016-05-01 11:25:20,2,-73.866358,40.833207,-73.883899,40.827342,375
trip-031338,2016-03-02 03:24:02,2016-03-02 03:35:03,5,-73.835035,40.878714,-73.817554,40.850391,662
trip-031339,2016-03-02 10:06:45,2016-03-02 10:19:25,4,-73.76452,40.782116,-73.814561,40.772776,761
trip-031340,2016-06-16 06:53:51,2016-06-16 07:02:58,1,-73.762234,40.860266,-73.731621,40.85726,548
trip-031341,2016-02-23 20:09:20,2016-02-23 20:15:01,5,-74.049993,40.822336,-74.033731,40.829922,342
trip-031342,2016-03-23 20:29:17,2016-03-23 20:36:58,1,-73.934083,40.791779,-73.927613,40.781183,462
trip-031343,2016-06-17 12:52:50,2016-06-17 13:08:06,1,-73.858212,40.688096,-73.909475,40.733264,917
trip-031344,2016-04-18 21:01:05,2016-04-18 21:06:23,1,-73.937743,40.674806,-73.952378,40.694117,319
trip-031345,2016-05-05 19:46:39,2016-05-05 19:59:11,1,-73.994606,40.783328,-73.985742,40.740906,753
trip-031346,2016-04-04 12:07:47,2016-04-04 12:17:17,4,-73.958643,40.683818,-73.985163,40.685565,571
trip-031347,2016-04-25 05:13:45,2016-04-25 05:23:59,1,-73.735247,40.849954,-73.795238,40.823193,614
trip-031348,2016-06-15 19:15:55,2016-06-15 19:20:25,5,-73.972475,40.799846,-73.971988,40.787955,271
trip-031349,2016-04-03 12:33:01,2016-04-03 12:41:36,1,-73.765566,40.741381,-73.771066,40.772032,515
trip-031350,2016-05-26 19:35:50,2016-05-26 19:52:48,1,-74.03104,40.874482,-73.971543,40.841359,1019
trip-031351,2016-02-23 18:54:21,2016-02-23 19:09:21,1,-74.005377,40.689858,-74.029618,40.716271,901
trip-031352,2016-06-02 13:55:28,2016-06-02 14:06:01,6,-73.957116,40.620089,-73.923597,40.644627,634
trip-031353,2016-03-21 13:26:07,2016-03-21 13:32:05,2,-74.04356,40.62178,-74.006748,40.617677,358
trip-031354,2016-01-15 21:18:02,2016-01-15 21:24:15,2,-73.770584,40.556529,-73.796373,40.541681,374
trip-031355,2016-06-11 09:22:45,2016-06-11 09:29:01,1,-73.847866,40.702001,-73.855144,40.685226,376
trip-031356,2016-06-03 11:06:47,2016-06-03 11:13:07,1,-73.941062,40.771352,-73.926237,40.76897,381
trip-031357,2016-06-03 19:57:12,2016-06-03 20:07:01,4,-73.737775,40.753571,-73.764792,40.743908,590
trip-031358,2016-05-27 13:52:24,2016-05-27 14:01:41,2,-73.894003,40.748536,-73.917627,40.74902,557
trip-031359,2016-01-19 19:27:18,2016-01-19 19:45:11,1,-73.783789,40.669405,-73.835162,40.622933,1073
trip-031360,2016-03-26 11:09:57,2016-03-26 11:17:16,4,-74.047439,40.799278,-74.049902,40.815189,440
trip-031361,2016-05-23 14:21:44,2016-05-23 14:26:49,1,-74.015956,40.598456,-73.999212,40.595436,306
trip-031362,2016-01-07 16:19:06,2016-01-07 16:24:21,4,-73.902178,40.776204,-73.913917,40.78373,316
trip-031363,2016-05-01 04:01:35,2016-05-01 04:08:54,4,-74.024811,40.714599,-74.037387,40.68869,439
trip-031364,2016-06-28 08:46:31,2016-06-28 08:55:20,1,-73.887075,40.779204,-73.891613,40.784767,530
trip-031365,2016-04-29 08:50:44,2016-04-29 09:02:54,4,-73.858023,40.883419,-73.874917,40.851688,731
trip-031366,2016-06-28 08:06:35,2016-06-28 08:24:19,1,-73.880954,40.616573,-73.898322,40.54866,1064
trip-031367,2016-02-28 11:47:10,2016-02-28 11:54:13,4,-73.780985,40.656228,-73.758934,40.649245,423
trip-031368,2016-01-11 15:24:35,2016-01-11 15:35:17,2,-73.96887,40.730549,-73.945331,40.70626,643
trip-031369,2016-06-20 15:04:19,2016-06-20 15:13:47,2,-73.971997,40.894965,-73.95206,40.864549,568
trip-031370,2016-02-26 21:46:43,2016-02-26 21:55:26,3,-73.78637,40.736903,-73.785705,40.758952,524
trip-031371,2016-04-12 21:06:56,2016-04-12 21:09:51,1,-73.817926,40.571746,-73.833143,40.574284,176
trip-031372,not-a-timestamp,2016-04-01 21:47:18,1,-74.013991,40.74042,-74.008789,40.702213,757
trip-031373,2016-06-02 13:43:20,2016-06-02 13:52:21,1,-73.825659,40.596823,-73.870886,40.597038,542
trip-031374,2016-02-17 17:21:48,2016-02-17 17:29:49,1,-73.918348,40.781543,-73.920712,40.764323,482
trip-031375,2016-01-16 19:17:14,2016-01-16 19:28:02,1,-73.909923,40.846753,-73.928766,40.838783,649
trip-031376,2016-03-02 12:44:57,2016-03-02 12:52:10,2,-73.787051,40.873437,-73.790873,40.860034,433
trip-031377,2016-04-01 19:11:28,2016-04-01 19:21:46,1,-74.037235,40.756912,-74.065279,40.743349,619
trip-031378,2016-02-05 19:42:37,2016-02-05 19:52:42,1,-73.971039,40.718459,-73.931507,40.729387,606
trip-031379,2016-02-13 22:22:56,2016-02-13 22:35:17,3,-73.925102,40.637711,-73.944178,40.601845,742
trip-031380,2016-01-06 07:22:00,2016-01-06 07:32:06,2,-73.741293,40.69017,-73.739562,40.664933,607
trip-031381,2016-03-15 10:21:50,2016-03-15 10:30:41,1,-74.014361,40.742683,-73.981372,40.758073,531
trip-031382,2016-06-16 13:48:15,2016-06-16 13:57:19,1,-73.860752,40.551902,-73.8471,40.575754,544
trip-031383,2016-03-01 12:57:25,2016-03-01 13:04:06,4,-74.027335,40.848886,-74.008789,40.859287,402
trip-031384,2016-02-06 09:32:20,2016-02-06 09:39:49,1,-73.828641,40.791027,-73.814181,40.788617,449
trip-031385,2016-04-11 15:31:06,2016-04-11 15:35:38,2,-73.781771,40.832675,-73.772055,40.821445,273
trip-031386,2016-05-02 12:27:28,2016-05-02 12:39:08,1,-73.766992,40.633686,-73.710427,40.652696,700
trip-031387,2016-01-25 05:34:13,2016-01-25 05:41:56,2,-73.704707,40.85621,-73.691642,40.833947,463
trip-031388,2016-05-31 09:32:52,2016-05-31 09:43:54,1,-73.776656,40.742686,-73.778839,40.773045,662
trip-031389,2016-03-22 07:46:41,2016-03-22 08:03:28,2,-74.005186,40.814234,-74.051756,40.775039,1008
trip-031390,2016-02-12 11:48:27,2016-02-12 11:54:46,2,-73.800443,40.588372,-73.819068,40.589045,380
trip-031391,2016-02-28 16:55:26,2016-02-28 17:04:32,1,-73.868734,40.81059,-73.893296,40.822708,547
trip-031392,2016-06-21 22:50:06,2016-06-21 22:58:35,1,-74.025963,40.839963,-73.982366,40.839406,510
trip-031393,2016-05-04 08:09:42,2016-05-04 08:18:06,1,-74.021995,40.689075,-74.047644,40.690528,505
trip-031394,2016-05-10 09:44:45,2016-05-10 09:53:20,1,-73.883379,40.776985,-73.885634,40.765702,515
trip-031395,2016-02-15 15:36:36,2016-02-15 15:42:31,2,-74.0302,40.735766,-74.020792,40.747214,355
trip-031396,2016-03-03 09:57:31,2016-03-03 10:05:42,3,-73.846209,40.698277,-73.860712,40.683543,492
trip-031397,2016-03-03 06:39:38,2016-03-03 06:51:27,1,-73.984237,40.600882,-73.994264,40.567314,709
trip-031398,2016-05-19 21:08:41,2016-05-19 21:16:51,2,-73.776403,40.617469,-73.746368,40.614228,490
trip-031399,2016-02-17 18:21:08,2016-02-17 18:28:59,4,-73.863853,40.846824,-73.881222,40.858559,472
trip-031400,2016-01-22 17:01:08,2016-01-22 17:07:18,5,-73.770276,40.574247,-73.768544,40.580241,370
trip-031401,2016-06-19 15:51:35,2016-06-19 15:57:05,1,-73.854869,40.636565,-73.845828,40.639776,330
trip-031402,2016-03-02 20:35:43,2016-03-02 20:48:08,2,-74.026175,40.773295,-73.982365,40.743119,745
trip-031403,2016-01-18 17:40:06,2016-01-18 17:49:53,1,-73.971561,40.859955,-73.997052,40.858577,588
trip-031404,2016-06-26 20:08:44,2016-06-26 20:17:55,1,-73.888669,40.853627,-73.888173,40.873636,552
trip-031405,2016-02-04 14:09:19,2016-02-04 14:21:19,0,-74.041189,40.783006,-73.987847,40.786156,720
trip-031406,2016-05-01 13:16:31,2016-05-01 13:27:48,5,-73.769412,40.574271,-73.730768,40.607281,677
trip-031407,2016-06-08 07:58:41,2016-06-08 08:03:14,3,-73.9373,40.685676,-73.943361,40.683117,273
trip-031408,2016-05-07 13:17:14,2016-05-07 13:46:59,1,-73.99116,40.621298,-73.863566,40.65243,-223
trip-031409,2016-03-09 17:43:38,2016-03-09 17:53:55,1,-73.946902,40.60889,-73.930166,40.590276,617
trip-031410,2016-05-03 20:28:37,2016-05-03 20:35:42,1,-74.018498,40.832465,-74.018953,40.820465,425
trip-031411,2016-05-16 21:26:59,2016-05-16 21:35:39,1,-73.894108,40.722263,-73.877827,40.719833,521
trip-031412,2016-03-06 07:35:17,2016-03-06 07:54:41,1,-73.994055,40.788104,-74.003486,40.849051,1165
trip-031413,2016-01-15 21:34:24,2016-01-15 21:39:39,1,-73.839298,40.764163,-73.830803,40.75843,315
trip-031414,2016-01-15 17:04:20,2016-01-15 17:14:59,2,-73.835025,40.557842,-73.788808,40.550391,639
trip-031415,2016-01-26 12:16:46,2016-01-26 12:24:51,1,-73.797646,40.569972,-73.75115,40.558207,486
trip-031416,2016-06-22 22:53:39,2016-06-22 23:02:49,1,-73.737074,40.868334,-73.750348,40.888306,550
trip-031417,2016-04-19 12:32:55,2016-04-19 12:44:23,1,-73.980991,40.566088,-74.00712,40.543282,688
trip-031418,2016-02-29 09:26:43,2016-02-29 09:29:38,2,-73.913006,40.818687,-73.908942,40.815421,175
trip-031419,2016-01-31 12:19:38,2016-01-31 12:32:31,1,-74.024654,40.774338,-73.982642,40.772285,773
trip-031420,2016-04-02 12:14:08,2016-04-02 12:22:51,1,-73.730327,40.81469,-73.741089,40.792821,523
trip-031421,2016-02-14 09:25:32,2016-02-14 09:36:54,1,-73.904895,40.565365,-73.889553,40.590795,682
trip-031422,2016-01-27 18:48:11,2016-01-27 19:00:03,3,-73.823343,40.704142,-73.839059,40.731582,712
trip-031423,2016-03-07 07:28:15,2016-03-07 07:39:39,1,-73.831788,40.788224,-73.814312,40.802754,685
